data_freeze_id	runtime_epoch	runtime_commit	machine_id	workload_id	claim_id	preset_id	output_contract	n	median_baseline_wall_seconds	baseline_wall_q1_seconds	baseline_wall_q3_seconds	baseline_wall_min_seconds	baseline_wall_max_seconds	median_candidate_wall_seconds	candidate_wall_q1_seconds	candidate_wall_q3_seconds	candidate_wall_min_seconds	candidate_wall_max_seconds	median_paired_speedup	paired_speedup_q1	paired_speedup_q3	paired_speedup_min	paired_speedup_max	paired_speedup_bootstrap_ci_low	paired_speedup_bootstrap_ci_high	contract_clean_pairs	contract_clean_fraction	analysis_seed	bootstrap_resamples
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	c1_h19_chr21_chr22_fast_topk	C1	gasal2_formal_topk_2gpu_v1	fast_topk_score_stability_nt	5	2377.19716166507	2375.284256580984	2380.3690671940567	2369.832909382065	2381.355362199014	61.84181602799799	61.738257682998665	61.990312970010564	61.585542598040774	62.33838479407132	38.32088159101209	38.317023140858964	38.555818653262016	38.20046621460575	38.59992234185002	38.20046621460575	38.59992234185002	5	1.0	20260715	10000
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	c4_h19_chr21_two_slot	C4	gasal2_two_slot_low_density_v1	fast_topk_score_stability_nt	5	63.0003400669666	62.98732413502876	63.06610817508772	62.89874048496131	63.092179585946724	55.08355818793643	55.0315666149836	55.1006540620001	54.499607207020745	55.22253398702014	1.143132059088708	1.1429574761158205	1.1449171086572891	1.1408447877776597	1.1576630148229594	1.1408447877776597	1.1576630148229594	5	1.0	20260715	10000
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	c4_h19_chr22_two_slot	C4	gasal2_two_slot_low_density_v1	fast_topk_score_stability_nt	5	62.34077559702564	62.194277058006264	62.37465593300294	62.1861274309922	62.440244734985754	54.17090582102537	53.91675185901113	54.18205926497467	53.91659662302118	54.19760093593504	1.1512049704121208	1.1479617423501876	1.1562413062278454	1.1475466807382082	1.1580895057520224	1.1475466807382082	1.1580895057520224	5	1.0	20260715	10000
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	c5_archive_h19_2mb	C5	archive_first_exact_restore_v1	archive_restore_only	3	3.2742705000564456	3.2742608975386247	3.290237179491669	3.274251295020804	3.3062038589268923	2.471505149966106	2.4714410260203294	2.5101433864911087	2.471376902074553	2.5487816230161116	1.324877034056569	1.30475547063732	1.3313029656765574	1.284633907218071	1.3377288972965455	1.284633907218071	1.3377288972965455	3	1.0	20260715	10000
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	c5_archive_large_synthetic	C5	archive_merge_large_synthetic_v1	archive_restore_only	3	1.7192146400921047	1.7192034110776149	1.744425991550088	1.719192182063125	1.7696373430080712	2.198317912989296	2.184668954985682	2.212935051531531	2.171019996982068	2.227552190073766	0.7918822417356689	0.7869706962385548	0.7931568069679813	0.7820591507414405	0.7944313722002937	0.7820591507414405	0.7944313722002937	3	1.0	20260715	10000
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	c6_exact_h19_2mb	C6	exact_column_safe_v1	full_tfosorted_rowset	3	2.5218492719577625	2.4972246830002405	2.523725815466605	2.4726000940427184	2.5256023589754477	2.3326647100038826	2.327098216046579	2.337385422026273	2.3215317220892757	2.342106134048663	1.0827112649941208	1.069213883260547	1.0844990338907339	1.0557165015269732	1.0862868027873467	1.0557165015269732	1.0862868027873467	3	1.0	20260715	10000
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	c6_exact_kcnq_segment_chr22	C6	exact_column_safe_v1	full_tfosorted_rowset	3	50.558674940955825	50.5396548800054	50.63321351801278	50.520634819054976	50.707752095069736	45.29750227800105	45.11903227597941	45.64615375146968	44.94056227395777	45.99480522493832	1.1153072968350082	1.10888711757867	1.1201596828630684	1.1024669383223318	1.1250120688911285	1.1024669383223318	1.1250120688911285	3	1.0	20260715	10000
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	c7_kcnq_max8_chr22	C7	segmented_max8_dual_grid_v1	shifted_grid_bounded_full_rows	3	1021.7175259849755	1021.162261842459	1023.1047362015233	1020.6069976999424	1024.4919464180712	938.7240942339413	938.6629650209215	941.3843916640035	938.6018358079018	944.0446890940657	1.0873694880656766	1.0862925031004758	1.0878901885616497	1.0852155181352752	1.0884108890576225	1.0852155181352754	1.0884108890576225	3	1.0	20260715	10000
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g01_malat1_5p_1024_chr11	C2	gasal2_short_topk_v1	fast_topk_score_stability_nt	3	50.344283245969564	50.320607184490655	50.37112927995622	50.296931123011746	50.39797531394288	4.225235744030215	4.222903857007623	4.225839448510669	4.220571969985031	4.2264431529911235	11.92444177991023	11.914188326810642	11.92637499086814	11.903934873711053	11.928308201826049	11.903934873711053	11.928308201826049	3	1.0	20260715	10000
paper-data-v1-dccfd49-20260716	0	0d11aa2d61b7ccda59b462ab8e0750dad17ee18f	machine-aab56167c157	g02_malat1_mid_2048_chr21	C2	gasal2_short_topk_v1	fast_topk_score_stability_nt	3	79.21645827800967	79.21413927245885	79.21829301852267	79.21182026690803	79.22012775903568	4.878783490974456	4.878569038002752	4.88197368546389	4.8783545850310475	4.885163879953325	16.23597776237592	16.226225340165524	16.23716686397347	16.216472917955127	16.238355965571024	16.216472917955127	16.238355965571024	0	0.0	20260715	10000
